alert_id,typology,rule_id,risk_score,priority,status,alert_date,customer_name,risk_rating,is_pep,nationality,amount,transaction_type,transaction_date,counterparty_country
ALT_51F95D4D84,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,7167.9,cash_deposit,2026-03-14 19:04:20,US
ALT_BB0C49E874,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,7244.66,atm_withdrawal,2025-09-03 19:04:20,US
ALT_BC2BCBA88D,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,7496.28,atm_withdrawal,2025-09-22 19:04:20,US
ALT_2E6F48DDD4,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Joyce Solis,pep,1,CH,7514.57,cash_withdrawal,2025-09-18 19:04:20,US
ALT_2A032F4F0D,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Megan Richards,pep,1,FR,7618.69,cash_withdrawal,2026-04-23 19:04:20,US
ALT_AD3724F64C,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Sandra King,pep,1,JP,7692.06,atm_withdrawal,2025-07-18 19:04:20,US
ALT_E87EBC2ECC,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,7695.91,cash_deposit,2025-07-04 19:04:20,US
ALT_957AC991F2,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,7935.34,cash_deposit,2026-01-30 19:04:20,US
ALT_0A4BFF9986,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Heidi Owen,pep,1,GB,7966.71,atm_withdrawal,2026-04-15 19:04:20,US
ALT_8E7D5CDFFE,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,8154.08,atm_withdrawal,2025-09-25 19:04:20,US
ALT_2A278B55D1,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,8519.78,cash_deposit,2025-10-11 21:04:20,US
ALT_E56EE65EDD,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,8717.15,cash_deposit,2025-11-28 19:04:20,JP
ALT_60FC43C7F3,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,8972.77,cash_deposit,2025-10-13 11:04:20,US
ALT_1847A4D4CA,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Sandra King,pep,1,JP,9539.68,cash_deposit,2026-03-28 19:04:20,US
ALT_F873666955,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Christopher Williams,pep,1,DE,9576.43,cash_withdrawal,2025-12-08 19:04:20,US
ALT_17471639F5,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,9754.13,cash_deposit,2025-10-13 14:04:20,US
ALT_F635F20921,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Sandra King,pep,1,JP,10194.07,atm_withdrawal,2025-07-12 19:04:20,US
ALT_081138433E,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,10560.01,atm_withdrawal,2026-03-01 19:04:20,US
ALT_231F35755A,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,10809.27,atm_withdrawal,2026-05-11 19:04:20,US
ALT_ABEFFFFEEE,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,11035.78,cash_withdrawal,2026-04-30 19:04:20,US
ALT_F24656896A,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,11235.26,cash_withdrawal,2026-05-17 19:04:20,US
ALT_92F54424F0,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Jennifer Banks,pep,1,DE,11274.63,cash_deposit,2025-08-25 19:04:20,NL
ALT_FF47185D63,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Megan Richards,pep,1,FR,11314.25,cash_deposit,2026-04-28 19:04:20,US
ALT_99B94FCDD2,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,11631.81,cash_deposit,2025-06-14 19:04:20,US
ALT_427CC62266,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Megan Richards,pep,1,FR,11753.16,cash_deposit,2026-01-06 19:04:20,US
ALT_36247D2CDA,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Brian Johnson,pep,1,GB,11808.19,cash_withdrawal,2026-01-24 19:04:20,US
ALT_AE94F896F5,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,11933.16,cash_deposit,2026-01-01 19:04:20,US
ALT_5CCF7988B3,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Christopher Williams,pep,1,DE,12269.23,cash_deposit,2026-03-05 19:04:20,US
ALT_E450E1BF93,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,John Santana,pep,1,NL,13473.33,cash_deposit,2026-05-03 19:04:20,US
ALT_B6DFB81B8E,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Joyce Solis,pep,1,CH,13668.46,atm_withdrawal,2025-07-20 19:04:20,US
ALT_952FDB4784,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Heidi Owen,pep,1,GB,13775.18,cash_withdrawal,2026-01-03 19:04:20,US
ALT_A0C60DFFE0,pep_cash_transaction,AML-007,100.0,critical,open,2026-06-02 19:04:21,Richard Sanchez,pep,1,NL,14529.75,cash_withdrawal,2025-11-27 19:04:20,US
ALT_5AE19ED9E9,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Tracy Ramirez,medium,0,AU,5130.09,wire_transfer,2025-10-16 19:04:20,US
ALT_3ECF3CEFD4,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Cheyenne Horton,medium,0,GB,6348.54,ach_transfer,2025-10-09 19:04:20,CA
ALT_4CEFDFD97D,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Paul Jones,medium,0,NL,7223.82,wire_transfer,2025-07-23 19:04:20,CA
ALT_0EE3283AD8,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Raven Taylor,medium,0,CA,7334.97,wire_transfer,2026-01-24 19:04:20,US
ALT_4A04446944,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Nicole Gonzalez,medium,0,SG,7360.91,wire_transfer,2026-01-17 19:04:20,US
ALT_7D2094D3B0,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Arthur James,medium,0,US,7950.82,ach_transfer,2025-06-16 19:04:20,US
ALT_4E89DC4AD7,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Latoya Miller,medium,0,SG,8193.84,ach_transfer,2026-01-07 19:04:20,US
ALT_3EA5EADE1B,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Brian Burton,medium,0,NL,8795.87,wire_transfer,2025-12-25 19:04:20,US
ALT_313D3FFE92,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Katie Martinez,medium,0,US,9684.07,ach_transfer,2026-03-15 19:04:20,US
ALT_AFA39AD755,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Christy Douglas,medium,0,SG,9722.79,ach_transfer,2026-05-20 19:04:20,US
ALT_378883B538,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Michael Mccarthy,medium,0,US,9854.99,ach_transfer,2026-04-11 19:04:20,US
ALT_9E06B0EACB,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Mrs. Rachel Gibson,medium,0,DE,11104.97,ach_transfer,2025-07-15 19:04:20,US
ALT_7A9BFA6284,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Danielle Reed,medium,0,JP,11318.41,wire_transfer,2026-02-14 19:04:20,US
ALT_FDC47942BB,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Brandon Hayden,medium,0,FR,11668.98,wire_transfer,2026-03-19 19:04:20,US
ALT_76932AA888,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Robert Potter,medium,0,JP,12147.07,ach_transfer,2025-06-02 19:04:20,US
ALT_595E06D42C,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Stephanie Gilbert,medium,0,CA,12567.6,ach_transfer,2025-07-14 19:04:20,US
ALT_619F78AD70,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Anita Richard,medium,0,DE,13985.25,wire_transfer,2025-10-30 19:04:20,US
ALT_8C8DF5FE0D,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Latoya Miller,medium,0,SG,14423.08,wire_transfer,2026-02-04 19:04:20,US
ALT_D30F336BB1,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,John Adams,medium,0,FR,29141.42,wire_transfer,2026-05-02 19:04:20,DE
ALT_3F8D58BF62,round_tripping,AML-004,97.75,critical,open,2026-06-02 19:04:21,Sarah Curtis,medium,0,JP,34896.93,wire_transfer,2025-08-15 19:04:20,AU
ALT_07DD1CFD5E,layering,AML-003,97.5,critical,open,2026-06-02 19:04:20,Sergio Gomez,high,0,MM,21630.32,internal_transfer,2025-09-10 05:04:20,US
ALT_6D3696FA8A,layering,AML-003,97.5,critical,open,2026-06-02 19:04:20,Courtney Smith,high,0,MM,31681.53,internal_transfer,2025-08-17 05:04:20,US
ALT_996CD4648E,layering,AML-003,97.5,critical,open,2026-06-02 19:04:20,Benjamin Soto,high,0,SY,41671.5,wire_transfer,2026-02-15 19:04:20,FR
ALT_B6DF3F1BC9,high_risk_jurisdiction,AML-006,94.3,critical,open,2026-06-02 19:04:21,Timothy Wong,medium,0,GB,69915.05,wire_transfer,2025-11-23 23:04:20,KP
ALT_1440E2A2E8,layering,AML-003,90.0,critical,open,2026-06-02 19:04:20,Rachael Pearson,low,0,CH,53168.08,internal_transfer,2026-01-21 05:04:20,US
ALT_18D7CB5275,layering,AML-003,90.0,critical,open,2026-06-02 19:04:20,Victoria Murray,low,0,US,57760.57,internal_transfer,2025-12-20 19:04:20,RU
ALT_E85D45124F,layering,AML-003,90.0,critical,open,2026-06-02 19:04:20,Maurice Brooks,low,0,FR,63574.62,wire_transfer,2026-04-18 23:04:20,US
ALT_A907286338,layering,AML-003,90.0,critical,open,2026-06-02 19:04:20,Peter Garrett,low,0,NL,65935.94,wire_transfer,2025-11-24 09:04:20,US
ALT_3052E02261,velocity_spike,AML-005,88.0,critical,open,2026-06-02 19:04:21,Jessica Fox,sanctioned,0,CA,40267.85,wire_transfer,2025-08-18 23:04:20,US
ALT_C2E2672BEB,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,Mrs. Rachel Gibson,medium,0,DE,22250.03,wire_transfer,2025-10-01 22:04:20,YE
ALT_44738CF36C,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,Richard Glenn,medium,0,FR,22462.91,wire_transfer,2025-08-12 19:04:20,SG
ALT_B07C0AB746,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,William Becker,medium,0,NL,28804.61,internal_transfer,2025-08-17 16:04:20,MM
ALT_454665ADBF,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,John Adams,medium,0,FR,29141.42,wire_transfer,2026-05-02 19:04:20,DE
ALT_B454D900B5,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,Erik Charles,medium,0,SG,34930.27,internal_transfer,2025-08-19 07:04:20,US
ALT_BEB8BC0023,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,Robert Potter,medium,0,JP,37990.61,internal_transfer,2025-10-01 22:04:20,IR
ALT_355E4D3747,layering,AML-003,86.25,critical,open,2026-06-02 19:04:20,Anita Richard,medium,0,DE,48095.27,internal_transfer,2025-12-25 07:04:20,MM
ALT_CB3EF83C0F,smurfing,AML-002,85.0,critical,open,2026-06-02 19:04:20,Colleen Wright,low,0,AU,1677.37,ach_transfer,2026-03-11 20:53:20,US
ALT_6FED182FC0,smurfing,AML-002,85.0,critical,open,2026-06-02 19:04:20,Colleen Wright,low,0,AU,1696.57,ach_transfer,2026-03-11 20:32:20,US
ALT_4E9F6567B2,smurfing,AML-002,85.0,critical,open,2026-06-02 19:04:20,Colleen Wright,low,0,AU,1736.75,ach_transfer,2026-03-11 20:19:20,US
ALT_E8987866CB,smurfing,AML-002,85.0,critical,open,2026-06-02 19:04:20,Colleen Wright,low,0,AU,1704.42,ach_transfer,2026-03-11 20:58:20,US
ALT_0203B5789B,smurfing,AML-002,85.0,critical,open,2026-06-02 19:04:20,Colleen Wright,low,0,AU,1734.74,ach_transfer,2026-03-11 20:25:20,US
ALT_A3D10F7E99,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Nancy Jennings,low,0,CH,5127.56,ach_transfer,2025-10-01 19:04:20,US
ALT_C1B978AB4C,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,James Thomas,low,0,NL,5398.25,ach_transfer,2025-09-07 19:04:20,US
ALT_1E992CE643,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Parker Cain,low,0,NL,5448.87,wire_transfer,2025-12-22 19:04:20,US
ALT_24D63CF7B9,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Crystal Johnson,low,0,DE,5731.24,wire_transfer,2025-12-24 19:04:20,US
ALT_A0A311DAC5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Jason Love,low,0,US,5834.36,wire_transfer,2026-05-17 19:04:20,US
ALT_1E04E95AAC,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Sherri Baker,low,0,AU,6077.44,wire_transfer,2026-04-16 19:04:20,US
ALT_F5C3163F12,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Chad Jones,low,0,CH,6216.67,ach_transfer,2025-12-04 19:04:20,US
ALT_00307A2F1B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Craig Morrison,low,0,AU,6250.46,ach_transfer,2025-10-13 19:04:20,US
ALT_F9C4D66254,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Brittany Perry,low,0,CA,6462.01,ach_transfer,2025-11-27 19:04:20,US
ALT_7143F45B08,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Victoria Garcia,low,0,GB,6713.86,ach_transfer,2025-08-24 19:04:20,US
ALT_17E5E35DED,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Brittany Perry,low,0,CA,7001.93,ach_transfer,2025-12-01 19:04:20,US
ALT_141B87743A,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ashley Weiss,low,0,JP,7153.51,wire_transfer,2026-05-14 19:04:20,US
ALT_FBBFC8D2B8,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Tyler Webb,low,0,CH,7765.22,ach_transfer,2026-05-10 19:04:20,US
ALT_5F58D9E053,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Katelyn Estrada,low,0,SG,7784.55,ach_transfer,2025-11-29 19:04:20,US
ALT_71B0D2B82E,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Keith Jacobs,low,0,CA,7814.52,ach_transfer,2026-02-18 19:04:20,US
ALT_79A30B9B41,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Jason Beck,low,0,AU,8327.39,ach_transfer,2026-04-05 19:04:20,US
ALT_FBF516B931,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Shelley Cook,low,0,CA,8819.62,wire_transfer,2026-01-04 19:04:20,US
ALT_8849B6F607,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Joseph Burch,low,0,GB,9137.12,wire_transfer,2026-02-05 19:04:20,US
ALT_01D8C7F5D9,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Abigail Pierce,low,0,JP,9260.81,ach_transfer,2025-08-24 19:04:20,US
ALT_16486FDCB3,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Nicole Brown,low,0,GB,9498.55,ach_transfer,2026-03-24 19:04:20,AU
ALT_7921C275A5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Randy Conley,low,0,SG,9723.58,ach_transfer,2025-10-23 19:04:20,US
ALT_5BE6695106,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Larry Dixon,low,0,JP,9741.42,wire_transfer,2025-11-27 19:04:20,KP
ALT_8CA46D00BF,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Aimee Montoya,low,0,AU,9911.5,wire_transfer,2025-08-14 19:04:20,US
ALT_5F5B62DBFA,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Maria Parker,low,0,SG,9934.2,wire_transfer,2026-01-22 19:04:20,US
ALT_F81C9ACEC5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Maria Parker,low,0,SG,9999.47,ach_transfer,2025-07-27 19:04:20,US
ALT_BBB21203B1,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Randy Conley,low,0,SG,10046.28,ach_transfer,2025-09-25 19:04:20,US
ALT_77144545A6,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Christopher Pierce,low,0,FR,10135.77,ach_transfer,2026-02-09 19:04:20,US
ALT_2A31374AFF,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Rickey Li,low,0,NL,10142.71,wire_transfer,2026-02-15 19:04:20,US
ALT_E68BBF1B84,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Paul Castaneda,low,0,JP,10144.74,wire_transfer,2026-01-11 19:04:20,US
ALT_2A435F6800,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ashley Gordon,low,0,JP,10154.43,ach_transfer,2025-10-21 19:04:20,US
ALT_17FB9CC5ED,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Nichole Alvarez,low,0,GB,10281.73,ach_transfer,2025-06-07 19:04:20,US
ALT_F4CBAB84BB,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Thomas Harrell,low,0,CA,10332.89,wire_transfer,2026-04-03 19:04:20,US
